Date,Market,Risk Free,Small,Big,High B/M,Low B/M,Winner,Loser
,Mkt,Rf,S,B,H,L,U,D
198711,-7.23,0.35,-4.88,-7.41,-4.77,-7.85,-6.66,-5.49
198712,7.03,0.39,7.23,6.78,4.72,9.51,9.73,3.94
198801,4.49,0.29,4.52,5.23,7.32,2.18,1.84,9.47
198802,5.17,0.46,8.01,4.48,5.31,7.05,6.44,7.98
198803,-1.66,0.44,3.81,-2.52,1.18,0.45,1.16,0.53
198804,1.1,0.46,1.86,0.91,1.83,0.4,2.27,0.02
198805,0.04,0.51,-1.74,0.95,0.88,-1.47,-0.45,-0.95
198806,5.15,0.49,6.9,4.86,4.96,6.38,5.15,8.06
198807,-0.73,0.51,-0.87,-0.55,0.14,-2.1,-0.54,-1.18
198808,-2.8,0.59,-2.4,-2.49,-1.45,-3.48,-2.59,-2.91
198809,3.72,0.62,2.86,4,3.18,3.96,3.26,3.02
198810,1.76,0.61,-0.37,2.37,1.87,0.16,1.09,-0.23
198811,-1.64,0.57,-2.86,-1.32,-1.5,-2.63,-2.34,-2.75
198812,2.11,0.63,3.74,1.71,1.96,3.56,2.95,2.67
198901,6.61,0.55,4.63,6.84,6.1,5.6,6.21,6.35
198902,-1.64,0.61,0.83,-1.94,-0.12,-0.88,0.22,-0.66
198903,2.15,0.67,2.97,2.19,2.93,2.56,3.87,0.31
198904,4.82,0.67,4.42,4.84,3.93,5.48,5.54,3.84
198905,3.93,0.79,4.06,4.13,3.75,4.79,4.6,3.05
198906,-0.49,0.71,-1.36,-0.32,-0.01,-1.96,-1.09,-1.74
198907,7.71,0.7,3.96,7.99,4.65,7.7,8.45,3.06
198908,2.21,0.74,2.66,2.21,2.61,1.92,2.45,2.59
198909,-0.15,0.65,0.33,-0.16,-0.36,1.08,1.6,-1.8
198910,-2.93,0.68,-5.62,-2.51,-4.06,-3.22,-4.07,-5.5
198911,1.78,0.69,0.49,1.69,0.34,1.64,1.58,-1
198912,1.83,0.61,-0.08,2.23,1.21,1.01,1.46,-1.33
199001,-7.01,0.57,-8.36,-6.88,-7.55,-8.31,-9.22,-5.86
199002,1.49,0.57,2.76,1.68,2.32,1.91,2.6,3.13
199003,2.41,0.64,3.42,2.07,1.4,4.24,3.92,2.24
199004,-2.83,0.69,-3.36,-2.98,-4.47,-1.83,-2.38,-4.85
199005,8.89,0.68,6.28,8.99,5.83,9.6,9.89,6.87
199006,-0.42,0.63,0.37,-0.93,-0.96,1.24,0.36,-2.06
199007,-0.94,0.68,-4.14,-0.95,-2.91,-2.97,-1.21,-7.16
199008,-9.19,0.66,-12.72,-9.14,-10.61,-12.07,-10.83,-12.62
199009,-5.38,0.6,-8.96,-5.28,-7.36,-7.98,-6.57,-12.1
199010,-1.25,0.68,-5.89,-0.27,-2.56,-2.88,-1.81,-8.54
199011,6.57,0.57,6.98,6.47,5.02,8.33,6.18,11.86
199012,2.95,0.6,3.65,2.72,2.39,4.2,3.27,3.26
199101,4.91,0.52,8.5,4.61,6.05,7.86,5.69,12.21
199102,7.58,0.48,11.13,7.16,9.21,9.77,8.95,13.79
199103,2.89,0.44,6.59,2.64,4.64,5.88,6.18,3.45
199104,0.33,0.53,0.7,0.33,1.05,-0.65,-0.09,2.33
199105,4.07,0.47,3.94,4.31,3.99,4.51,4.59,4.71
199106,-4.4,0.42,-4.22,-4.28,-3.98,-5,-4.63,-5.03
199107,4.68,0.49,3.8,4.53,3.61,5.14,6.82,2.48
199108,2.68,0.46,4.06,2.32,3.09,4.08,4.61,3.02
199109,-1.1,0.46,0.24,-1.34,-1.45,-0.57,0.23,-1.52
199110,1.78,0.42,2.7,1.67,1.88,2.48,3.38,0.17
199111,-3.73,0.39,-5.09,-4.24,-5.76,-4.07,-4.04,-5.31
199112,10.68,0.38,8.42,10.41,8.36,12.7,13.32,5.02
199201,-0.12,0.34,8.26,0.07,7.31,2.35,3.7,6.17
199202,1.34,0.28,3.52,2.68,6.96,0.59,2.21,2.87
199203,-2.37,0.34,-2.97,-1.7,-1.09,-4.66,-3.43,-3.08
199204,1.34,0.32,-2.9,3.07,1.56,-2.7,-2.28,0.33
199205,0.64,0.28,0.79,0.52,1.19,0.09,1.27,1.16
199206,-1.93,0.32,-3.95,-0.94,-1.02,-4.15,-3.91,-3.31
199207,3.99,0.31,3.42,3.66,2.94,3.7,4.17,2.75
199208,-2.08,0.26,-2.74,-2.71,-3.76,-2.6,-3.06,-2.55
199209,1.24,0.26,1.92,1.26,1.37,1.72,2.09,0.65
199210,1.1,0.23,2.99,0.83,1.39,3.47,3.33,0.59
199211,4.02,0.23,7.64,3.87,5.53,7.31,6.21,6.53
199212,1.78,0.28,3.8,2.05,4.12,1.79,3.87,-0.6
199301,1.26,0.23,4.01,2.05,5.89,-0.03,4.46,-0.37
199302,0.54,0.22,-1.11,1.69,2.14,-3.41,0.02,-3.1
199303,2.51,0.25,2.73,2.38,2.88,2.07,4.56,0.81
199304,-2.54,0.24,-3.01,-2.21,-1.56,-4.27,-3.13,-3.46
199305,2.96,0.22,4.32,2.36,2.27,5.18,4.87,4.58
199306,0.54,0.25,0.35,0.72,1.28,-0.29,2.64,-1.95
199307,-0.08,0.24,1.15,-0.11,1.44,-1,1.81,-1.43
199308,3.95,0.25,4.02,3.9,3.75,4.55,5.83,3.25
199309,0.06,0.26,2.86,-0.56,0.19,1.85,2.83,-0.49
199310,1.81,0.22,3.01,1.25,2.57,3.02,1.71,4.41
199311,-1.76,0.25,-2.48,-1.31,-1.09,-2.27,-3.95,0.77
199312,1.95,0.23,2.95,1.9,2.54,2.33,3.08,0.71
199401,3.15,0.25,3.7,2.86,3.6,2.36,3.61,3.52
199402,-2.42,0.21,-0.46,-3.01,-2.63,-1.17,-1.73,-1.46
199403,-4.58,0.27,-5.05,-4.31,-4.26,-5.56,-5.66,-4.34
199404,0.95,0.27,-0.25,1.25,1.22,-0.69,0.16,-0.23
199405,0.94,0.32,-0.84,0.7,-0.12,-0.92,-1.19,1.03
199406,-2.79,0.31,-2.51,-2.64,-1.59,-4.25,-3.47,-2.64
199407,3.06,0.28,1.86,3.43,3.54,2.44,2.23,2.05
199408,4.26,0.37,5.53,3.87,3.48,6.64,6.22,4.68
199409,-1.84,0.37,0.19,-2.66,-2.12,0.12,-0.28,-1.58
199410,1.45,0.38,-0.37,1.96,0.12,1.97,1.64,0.16
199411,-3.72,0.37,-3.57,-3.34,-2.93,-3.18,-3.57,-3.38
199412,1.26,0.44,1.42,1.11,0.78,1.63,2.38,-1.14
199501,2.04,0.42,0.33,3.07,3.69,0.46,0.39,2.21
199502,3.96,0.4,3.7,4.02,3.84,3.84,3.73,4.06
199503,2.7,0.46,1.9,2.1,0.4,3.25,2.78,2.4
199504,2.5,0.44,2.69,2.84,3.45,2.01,2.99,1.15
199505,3.4,0.54,1.74,4.28,4.09,2.37,2.69,3.12
199506,3.12,0.47,5.29,2.36,2.57,5.8,6.54,3.62
199507,4.08,0.45,5.84,3.48,3.11,6.28,6.49,3.92
199508,0.93,0.47,2.89,1.18,2.74,1.16,1.69,1.72
199509,3.64,0.43,2.08,3.79,2.53,3.8,3.73,1.1
199510,-1.13,0.47,-4.99,-1.07,-3.38,-2.56,-2.05,-6.19
199511,4.27,0.42,3.5,4.33,3.37,3.83,3.95,4.55
199512,1.52,0.49,2.18,1.84,2.47,1.46,2.36,-0.21
199601,2.81,0.43,0.6,2.86,1.84,1.8,1.95,1.4
199602,1.63,0.39,3.12,1.1,0.66,3.02,3.19,2.61
199603,1.09,0.39,2.67,1.34,2.55,1.2,1.36,3.25
199604,2.55,0.46,6.43,1.37,1.73,6.45,5.23,6.15
199605,2.68,0.42,4.81,2.11,2.78,4.96,4.78,3.23
199606,-0.83,0.4,-3.85,-0.11,-0.76,-3.37,-2.53,-3.47
199607,-5.38,0.45,-8.56,-5,-5.35,-9.62,-8.11,-7.97
199608,3.25,0.41,5.61,3.01,3.61,4.8,4.65,4.77
199609,5.3,0.44,3.52,4.49,2.18,6.03,5.92,3.21
199610,1.36,0.42,-1.49,2.35,1.78,-1.92,0.22,-3.61
199611,6.55,0.41,3.42,6.86,4.73,3.84,4.02,6.41
199612,-1.14,0.46,1.94,-1.32,0.49,-0.02,0.4,-0.21
199701,5.34,0.45,3.72,4.61,2.79,5.15,5.74,3.79
199702,-0.11,0.39,-2.1,0.78,1.28,-3.58,-3.18,-1.16
199703,-4.48,0.43,-5.11,-4.2,-3.35,-6.74,-4.51,-5.49
199704,4.23,0.43,-1.37,3.98,0.88,1.83,3.61,-1.21
199705,7.16,0.49,12.32,6.45,7.88,11.42,8.68,13.88
199706,4.41,0.37,5.89,3.9,4.48,5.46,6.19,3.52
199707,7.65,0.43,5.59,7.73,6.35,7.13,8.26,4.42
199708,-3.63,0.41,3.44,-3.32,0.92,-0.96,-1.13,1.4
199709,5.84,0.44,8.24,5.38,6.21,7.27,7.78,6.32
199710,-3.45,0.42,-3.63,-2.92,-1.91,-4.8,-4.22,-3.78
199711,3.05,0.39,-1.27,3.72,1.76,0.88,0.68,0.39
199712,1.78,0.48,0.71,2.86,3.47,0.11,2.2,-1.65
199801,0.45,0.43,-0.61,-0.37,-0.91,1.05,0.03,-0.06
199802,7.32,0.39,7.21,7.35,6.37,7.65,7.23,8.33
199803,5.13,0.39,4.5,5.45,5.29,4.84,5.83,3.69
199804,1.09,0.43,1.49,1.04,0.95,0.75,2.04,1.26
199805,-2.58,0.4,-5.25,-1.65,-1.73,-4.8,-3.56,-5.43
199806,3.2,0.41,-1.39,2.68,-0.72,3.15,4.32,-2.95
199807,-2.33,0.4,-7.33,-2.92,-6.21,-3.7,-2.8,-6.49
199808,-15.77,0.43,-20.05,-13.55,-13.13,-19.66,-17.63,-19.53
199809,6.38,0.46,5.88,6.35,4.53,8.33,7.66,8.27
199810,7.44,0.32,4.92,7.03,5.91,5.82,4.65,10
199811,6.2,0.31,6.77,5.31,4.24,8.29,6.94,5.76
199812,6.31,0.38,4.34,3.52,0.49,9.04,8.27,-0.77
199901,3.83,0.35,2.34,1.13,0.65,5.09,4.15,1.12
199902,-3.81,0.35,-8.01,-2.97,-6.05,-6.5,-5.81,-5.68
199903,3.79,0.43,-0.79,3.43,0.33,2.54,1.86,3.22
199904,4.9,0.37,8.96,8.3,11.52,4.4,5.25,14.39
199905,-2.07,0.34,3.87,0.39,4.93,-0.04,-0.22,5.04
199906,5.1,0.4,5.59,2.18,1.68,6.34,7.86,2.9
199907,-3.06,0.38,-0.84,-3.27,-2.03,-1.92,-1.44,-3.05
199908,-1,0.39,-3.23,-1.73,-2.85,-1.51,-0.71,-3.78
199909,-2.29,0.39,-0.98,-3.84,-4.29,-0.28,0.47,-6.03
199910,6.2,0.39,-1.26,5.37,-0.18,4.81,4.31,-1.17
199911,3.68,0.36,7.51,-0.06,-0.95,9.71,9.27,3.7
199912,8.37,0.44,8.98,3.21,1.23,14.74,14.88,1.68
200001,-3.96,0.41,-0.37,-3.51,-1.77,-0.88,-1,-2.9
200002,3.18,0.43,10.52,-4.11,-5.16,15.63,16.89,-1.52
200003,5.35,0.47,-1.82,9.79,5.57,-1.6,1.63,8.48
200004,-5.95,0.46,-6.11,-0.81,3.39,-11.53,-9.57,-1.1
200005,-3.9,0.5,-4.48,0.02,0.87,-6.62,-7.77,1.33
200006,5.16,0.4,6.86,-1.6,-3.16,11.81,14.55,-2.01
200007,-1.71,0.48,-1.27,1.18,3.5,-5.28,-3.15,-3.07
200008,7.58,0.5,6.11,7.27,5.94,8.01,11.01,5.24
200009,-5.11,0.51,-2.66,-2.54,-0.93,-5.5,-5.43,-7.6
200010,-2.46,0.56,-5.9,-1.37,-2.15,-6.38,-6.53,-1.83
200011,-10.25,0.51,-9.93,-7.93,-6.95,-13.9,-14.11,-11.62
200012,2.03,0.5,4.94,4.24,4.61,1.08,5.96,-0.88
200101,3.95,0.54,16.25,7.53,19.68,6.26,-0.54,24.47
200102,-9.93,0.39,-9.59,-7.67,-6.82,-12.51,-3.7,-16.26
200103,-7.03,0.44,-5.6,-5.03,-4.89,-8.07,-2.37,-10.77
200104,8.39,0.39,9.53,7.8,7.03,10.53,5.59,13.71
200105,1.06,0.32,5.91,0.95,4.48,3.37,4.03,1.89
200106,-1.75,0.28,4.27,-2.3,0.4,1.06,1.62,1.32
200107,-1.83,0.3,-4.9,-1.58,-3.03,-4.84,-0.73,-6.31
200108,-5.91,0.31,-3.58,-5.54,-3.89,-6.37,-3.01,-8.61
200109,-9.15,0.28,-14.95,-9.2,-12.35,-11.92,-7.58,-19.13
200110,2.8,0.22,10.25,1.01,4.82,7,2.47,10.89
200111,7.87,0.17,9.82,8.2,11.11,7.82,5.12,13.74
200112,1.78,0.15,7.23,1.37,4.55,3.41,4.44,4.43
200201,-1.6,0.14,-1.03,-2.84,-2.76,-1.93,-0.16,-3.89
200202,-2.17,0.13,-3.83,-1.97,-2.45,-5.43,-0.87,-7.68
200203,4.47,0.13,9.36,4.63,7.6,5.85,6.28,7.96
200204,-4.97,0.15,-0.51,-5.04,-3.17,-5.18,0.25,-7.68
200205,-1.05,0.14,-4.44,-0.92,-3.22,-3.33,-1.83,-4.87
200206,-7.03,0.13,-4.73,-8.59,-7.96,-6.83,-3.43,-9.62
200207,-8.11,0.15,-14.93,-9.61,-14.73,-10.19,-9.92,-13.32
200208,0.8,0.14,-0.18,1.45,1.41,0.56,0.89,-0.84
200209,-10,0.14,-7.89,-11.06,-10.78,-8.33,-5.17,-14.31
200210,7.49,0.14,4.47,7.85,5.63,6.11,4.5,9.99
200211,6.13,0.12,12.24,7.98,16.54,6.22,1.07,17.37
200212,-5.33,0.11,-6.52,-5.91,-7.66,-5.55,-1.14,-10.78
200301,-2.34,0.1,-2.12,-2.88,-3.23,-2.16,-1.31,-2.87
200302,-1.54,0.09,-3.5,-2.47,-4.08,-2.19,-1.65,-2.87
200303,1.03,0.1,1.12,0.79,0.43,2.16,1.93,0.42
200304,8.28,0.1,11.35,9.06,12.56,8.48,6.2,15.64
200305,6.35,0.09,12.6,7.38,12.88,7.42,5.74,16.51
200306,1.63,0.1,3.35,1.37,3.11,2.36,2.32,3.29
200307,2.31,0.07,6.42,1.79,3.17,4.85,5.15,5.44
200308,2.5,0.07,5.18,2.34,4.93,3.52,3.76,4.3
200309,-0.91,0.08,-0.94,-1.57,-0.9,-1.15,-0.97,-0.9
200310,6.03,0.07,8.51,5.84,6.44,6.87,9.86,5.98
200311,1.66,0.07,3.67,1.29,2.9,2.04,3.42,1.83
200312,4.55,0.08,3.4,5.77,7.2,2.1,0.9,6.59
200401,2.3,0.07,4.58,1.93,2.8,3.43,4.59,2.01
200402,1.55,0.06,0.76,1.77,1.4,0.23,0.3,1.43
200403,-1.07,0.09,0.79,-0.95,0.67,-1.02,-0.38,-0.56
200404,-2.42,0.08,-3.63,-1.49,-1.35,-2.97,-5.9,-0.52
200405,1.41,0.06,0.82,0.96,-0.06,1.48,1.95,0.3
200406,2.16,0.08,4.33,1.86,4.05,2.22,4.26,2.18
200407,-3.77,0.1,-6.57,-2.85,-3.43,-6.61,-7.35,-5.03
200408,0.27,0.11,-0.81,0.51,0.34,-1.36,-1.51,0.02
200409,2.05,0.11,4.71,1.76,2.82,3.25,6.57,1.31
200410,1.78,0.11,2.07,1.82,2.29,1.62,1.2,2.7
200411,4.82,0.15,8.8,4.73,7.49,5.93,8.44,5.23
200412,3.52,0.16,3.82,3.49,4.11,3.69,2.27,5.11
200501,-2.66,0.16,-3.83,-2.28,-2.96,-3.33,-2.07,-5.2
200502,2.27,0.16,1.75,2.41,2.15,1.18,3.81,0.57
200503,-1.69,0.21,-2.65,-1.35,-0.94,-2.76,-1.92,-2.83
200504,-2.52,0.21,-6.05,-1.84,-4.09,-3.81,-5.1,-4.26
200505,3.8,0.24,6.38,3.46,4.45,5.5,5.65,5.22
200506,1.15,0.23,3.91,0.89,2.74,1.71,3.57,1.51
200507,4.33,0.24,6.61,4,5.69,5.68,5.61,5.57
200508,-0.59,0.3,-1.54,-0.74,-1.18,-1.48,0.31,-1.9
200509,1.06,0.29,0.49,1.14,0.85,0.37,2.61,-0.87
200510,-2.08,0.27,-3.09,-1.56,-2.2,-2.75,-3.06,-1.77
200511,4.04,0.31,4.33,3.73,3.6,4.75,4.54,4.18
200512,0.35,0.32,-0.16,0.13,0,-0.29,0.57,-0.19
200601,4,0.35,8.39,2.8,5.11,6,8.27,5.52
200602,-0.16,0.34,-0.33,0.18,-0.08,-0.29,-1.59,0.22
200603,1.91,0.37,4.42,1.37,2.49,2.86,4.01,2.79
200604,1.3,0.36,0.44,1.57,1.86,-0.16,0.96,0.31
200605,-3.1,0.43,-4.72,-2.72,-2.27,-5.05,-6.27,-2.55
200606,-0.04,0.4,-0.48,0.33,0.45,-0.47,0.03,-1.45
200607,-0.19,0.4,-3.22,0.32,-0.26,-3.59,-3.88,-1.7
200608,2.51,0.42,2.87,2.16,2.24,2.74,0.86,4.32
200609,1.94,0.41,0.85,2.35,1.48,1.7,1.41,2.35
200610,3.71,0.41,5.65,3.6,4.8,4.66,4.9,5.13
200611,2.37,0.42,2.88,2.32,2.98,2.01,2.45,3.46
200612,1.08,0.4,0.56,1.5,1.71,0.06,0.87,0.05
200701,1.94,0.44,1.55,1.9,1.65,2.08,2.27,2.01
200702,-1.4,0.38,-0.38,-1.49,-0.57,-1.26,-1.66,-0.34
200703,1.3,0.43,1.09,1.16,0.78,1.41,2.37,-0.13
200704,3.99,0.44,2.15,4.22,3.04,3.75,3.43,3.6
200705,3.89,0.41,3.83,3.72,3.83,3.87,3.5,3.82
200706,-1.47,0.4,-1.06,-1.82,-2.42,-0.89,-1.18,-1.43
200707,-3.17,0.4,-6.14,-3.52,-7.04,-2.66,-3.23,-6.01
200708,1.17,0.42,0.82,0.98,-0.11,1.48,1.64,1.53
200709,4.09,0.32,1.13,3.37,0.85,4.14,5.26,0.65
200710,2.58,0.32,1.61,1.2,-1.2,3.51,3.95,-0.95
200711,-4.93,0.34,-7.3,-4.83,-6.96,-5.19,-6.17,-7.05
200712,-0.43,0.27,-0.58,-1.19,-2.68,0.45,1.72,-4.8
200801,-6.23,0.21,-5.94,-4.65,-1.01,-9.19,-10.03,-2.19
200802,-2.2,0.13,-4.04,-4.1,-7.01,-2.74,-1.55,-7.7
200803,-1.04,0.17,-0.78,-1.53,-2.07,-0.96,-0.42,-4.56
200804,5.11,0.17,3.08,5.53,4.03,4.39,5.47,5.68
200805,2.39,0.17,4.17,0.93,-0.3,3.96,3.9,0.7
200806,-7.86,0.17,-10.08,-9.99,-15.23,-6.48,-4.65,-17.17
200807,-1.32,0.15,3.2,0.71,5.64,-0.55,-1,4.15
200808,1.11,0.12,4.49,1.2,3.85,1.58,0.36,4.17
200809,-9.81,0.15,-8.64,-8.84,-7.33,-10.59,-10.77,-11.16
200810,-18.46,0.08,-21.65,-18.78,-24.99,-17.47,-16.97,-24.78
200811,-8.53,0.02,-13.09,-8.82,-14.63,-8.9,-8.61,-15.79
200812,2.15,0.09,4.54,1.66,3.35,3.4,2.13,7.16
200901,-7.75,0,-9.22,-10.12,-12.8,-7.38,-9.85,-7.93
200902,-10.11,0.01,-12.87,-12.04,-16.92,-8.65,-10.28,-14.52
200903,8.77,0.01,11.01,10.08,13.43,8.36,6.58,18.09
200904,11.05,0.01,24.03,13.4,30.28,10.56,5.53,40.29
200905,6.73,0,5.98,7.5,11.15,3.88,2.22,14.7
200906,-0.28,0,1.61,-0.42,-1.57,3.18,2.14,-3.24
200907,8.25,0.01,10.43,8.01,10.97,7.54,7.11,12.62
200908,3.2,0.01,3.71,4.81,8.59,1.25,0.94,9.82
200909,4.52,0,6.77,3.91,5.79,5.21,4.04,9.01
200910,-2.84,0,-6.87,-2.73,-5.73,-4.03,-4.83,-7.48
200911,5.74,0,2.6,5.72,4.39,4.49,4.66,4.24
200912,2.92,0,8.06,2.36,5.2,5.36,7.03,4.09
